id,userId,categoryId,content,link,color,font,pushpin,rotation,expiresAt,isApproved,isModerated,createdAt,updatedAt,imageUrl,isPublished,views
cmmi9r03a000ow81lktoursfu,cmmhv4lxw0002w8z08sujksmd,cmmi9m7y5000cw8i5fwch41rs,"Güzel bir gün umuduyla, herkese iyi çalışmalar dilerim.",,ORANGE,CURSIVE,SILVER,3.785803265536327,2026-03-31T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-08T21:33:09.046Z,,true,0
cmmi9r03a000pw81lpo3avbjo,cmmhv4lxw0002w8z08sujksmd,cmmn3ril30001w8hw4kvzt44v,Şehrimizin tarihi mekanlarını keşfetmek için harika bir hafta sonu.,,YELLOW,CURSIVE,PINK,0.5792340251353796,2026-03-24T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03a000qw81lxwmjw2wt,cmmhv4lxw0002w8z08sujksmd,cmmi9ns2p000fw8i5r8cf022t,Şehrimizin tarihi mekanlarını keşfetmek için harika bir hafta sonu.,,BLUE,SANS,GREEN,-2.280580610777427,2026-03-18T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-13T03:13:48.014Z,,true,1
cmmi9r03a000rw81l2thk90ez,cmmhv4lxw0002w8z08sujksmd,cmmi9m7y5000cw8i5fwch41rs,Okuduğum bu harika kitabı mutlaka tavsiye ederim.,,BLUE,SANS,BLUE,4.559762914619508,2026-03-15T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-15T21:34:23.546Z,,false,0
cmmi9r03a000sw81l15ok3hae,cmmhv4lxw0002w8z08sujksmd,cmmi9m7y5000cw8i5fwch41rs,"Bugün hava çok güzel, sahilde yürüyüş yapmayı planlıyorum.",,GREEN,CURSIVE,SILVER,0.1824327004743314,2026-03-24T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-08T21:33:09.046Z,,true,0
cmmi9r03a000tw81lq1ofw5gm,cmmhv4lxw0002w8z08sujksmd,cmmn3ril30001w8hw4kvzt44v,Yeni açılan kütüphaneyi gören oldu mu?,,GREEN,SERIF,BLUE,-2.290353402813152,2026-04-05T21:33:09.045Z,true,true,2026-03-08T21:33:09.046Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03d000uw81ltsi6l125,cmmhv4m0t0003w8z0ly38u4dl,cmmn3ril30001w8hw4kvzt44v,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,BLUE,CURSIVE,PINK,1.016357851647689,2026-04-02T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03d000vw81l5rswnk45,cmmhv4m0t0003w8z0ly38u4dl,cmmhv4m76000dw8z0uyxrcpjh,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,ORANGE,MONO,RED,-3.5319167095671,2026-04-06T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-12T23:35:00.070Z,,true,1
cmmi9r03d000ww81lfyzwbait,cmmhv4m0t0003w8z0ly38u4dl,cmmn3ril30001w8hw4kvzt44v,"Bugün hava çok güzel, sahilde yürüyüş yapmayı planlıyorum.",,ORANGE,SERIF,RED,-4.474503759892428,2026-04-02T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03d000xw81lvb29ju3e,cmmhv4m0t0003w8z0ly38u4dl,cmmi9ns2p000fw8i5r8cf022t,"Projelerimiz hızla ilerliyor, emeklerinize sağlık.",,GREEN,HANDWRITING,BLUE,4.847585650383216,2026-03-09T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-10T23:28:44.192Z,,false,0
cmmi9r03d000yw81leohdgumf,cmmhv4m0t0003w8z0ly38u4dl,cmmi9ns2p000fw8i5r8cf022t,Şehrimizin tarihi mekanlarını keşfetmek için harika bir hafta sonu.,,PINK,SANS,GREEN,-1.548200477513695,2026-03-17T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-17T21:39:19.349Z,,false,0
cmmi9r03e000zw81lt6ptztxj,cmmhv4m0t0003w8z0ly38u4dl,cmmi9hgrq0009w8i59gfpxacc,Yeni açılan kütüphaneyi gören oldu mu?,,GREEN,SANS,BLUE,-4.955137670013771,2026-03-14T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-15T16:13:32.562Z,,false,0
cmmi9r03e0010w81lp6dksrn7,cmmhv4m0t0003w8z0ly38u4dl,cmmhv4m76000dw8z0uyxrcpjh,Yaklaşan etkinlikler için gönüllüler aranıyor.,,YELLOW,SERIF,GREEN,3.856228807099818,2026-04-05T00:00:00.000Z,true,true,2026-03-08T21:33:09.050Z,2026-03-17T20:01:59.705Z,,true,2
cmmi9r03e0011w81l38cra5t3,cmmhv4m0t0003w8z0ly38u4dl,cmmi9m7y5000cw8i5fwch41rs,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,PINK,CURSIVE,PINK,-4.58689784473965,2026-04-01T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-08T21:33:09.050Z,,true,0
cmmi9r03e0012w81lzjrlnfqm,cmmhv4m0t0003w8z0ly38u4dl,cmmi9hgrq0009w8i59gfpxacc,"Fikirlerinizi benimle paylaşmaktan çekinmeyin, beraber gelişelim.",,GREEN,HANDWRITING,BLUE,-3.268857702956209,2026-03-19T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-08T21:33:09.050Z,,true,0
cmmi9r03e0013w81l4hswsyew,cmmhv4m0t0003w8z0ly38u4dl,cmmi9hgrq0009w8i59gfpxacc,"Bugün hava çok güzel, sahilde yürüyüş yapmayı planlıyorum.",,BLUE,SERIF,BLUE,-1.918316697906526,2026-03-13T21:33:09.049Z,true,true,2026-03-08T21:33:09.050Z,2026-03-15T16:13:32.562Z,,false,0
cmmi9r03j0014w81l14zm344r,cmmhv4m3q0004w8z09val79mq,cmmi9hgrq0009w8i59gfpxacc,"Projelerimiz hızla ilerliyor, emeklerinize sağlık.",,YELLOW,MONO,BLUE,-1.336450929889488,2026-03-31T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-08T21:33:09.055Z,,true,0
cmmi9r03j0015w81lalaim1vy,cmmhv4m3q0004w8z09val79mq,cmmi9hgrq0009w8i59gfpxacc,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,GREEN,MONO,PINK,-2.063590106860507,2026-03-23T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-08T21:33:09.055Z,,true,0
cmmi9r03j0016w81lzp9kz75h,cmmhv4m3q0004w8z09val79mq,cmmn3ril30001w8hw4kvzt44v,Gençlik merkezinde bu akşam tiyatro gösterisi var.,,ORANGE,HANDWRITING,SILVER,0.9964446031639067,2026-03-13T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-15T16:13:32.562Z,,false,0
cmmi9r03j0017w81l2s2h1we2,cmmhv4m3q0004w8z09val79mq,cmmi9hgrq0009w8i59gfpxacc,Gençlik merkezinde bu akşam tiyatro gösterisi var.,,YELLOW,CURSIVE,GREEN,0.6451234825257117,2026-03-17T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-17T21:39:19.349Z,,false,0
cmmi9r03j0018w81lgkx7z0nw,cmmhv4m3q0004w8z09val79mq,cmmi9m7y5000cw8i5fwch41rs,"Tebrikler takım! Çok iyi bir iş çıkardık, hedeflere ulaştık.",,PURPLE,MONO,SILVER,1.507924634398234,2026-03-18T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-08T21:33:09.055Z,,true,0
cmmi9r03j0019w81l1wg12mj1,cmmhv4m3q0004w8z09val79mq,cmmi9ns2p000fw8i5r8cf022t,Yarınki konser etkinliğine gelecek arkadaşlarla buluşalım.,,GREEN,CURSIVE,BLUE,-2.330501437640087,2026-03-23T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-17T21:59:33.479Z,,true,4
cmmi9r03j001aw81llggz2tvz,cmmhv4m3q0004w8z09val79mq,cmmi9hgrq0009w8i59gfpxacc,Yeni açılan kütüphaneyi gören oldu mu?,,PINK,CURSIVE,SILVER,-2.525234053588397,2026-03-15T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-15T21:34:23.546Z,,false,0
cmmi9r03j001bw81lmrhssc1o,cmmhv4m3q0004w8z09val79mq,cmmhv4m76000dw8z0uyxrcpjh,"Tebrikler takım! Çok iyi bir iş çıkardık, hedeflere ulaştık.",,ORANGE,CURSIVE,SILVER,2.970548847158159,2026-04-03T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-13T00:47:18.310Z,,true,1
cmmi9r03j001cw81lzzgib3sf,cmmhv4m3q0004w8z09val79mq,cmmn3ril30001w8hw4kvzt44v,Çevre temizliği kampanyasına hep birlikte destek olalım.,,GREEN,SERIF,SILVER,0.7525673677654261,2026-03-24T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03j001dw81lxifuswjb,cmmhv4m3q0004w8z09val79mq,cmmi9hgrq0009w8i59gfpxacc,Yaklaşan etkinlikler için gönüllüler aranıyor.,,ORANGE,SANS,GREEN,-4.912320386038227,2026-03-09T21:33:09.054Z,true,true,2026-03-08T21:33:09.055Z,2026-03-10T23:28:44.192Z,,false,0
cmmi9r03o001ew81lunm2j91j,cmmhv4m6a0005w8z0hbpywpg9,cmmhv4m76000dw8z0uyxrcpjh,Çevre temizliği kampanyasına hep birlikte destek olalım.,,PINK,HANDWRITING,SILVER,-2.263334109855866,2026-04-04T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-08T21:33:09.060Z,,true,0
cmmi9r03o001fw81l7ej1c8u5,cmmhv4m6a0005w8z0hbpywpg9,cmmhv4m76000dw8z0uyxrcpjh,Yarınki konser etkinliğine gelecek arkadaşlarla buluşalım.,,YELLOW,HANDWRITING,PINK,-0.5482365493658348,2026-03-12T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-12T21:33:09.256Z,,false,0
cmmi9r03o001gw81l47xnlfxh,cmmhv4m6a0005w8z0hbpywpg9,cmmi9m7y5000cw8i5fwch41rs,"Projelerimiz hızla ilerliyor, emeklerinize sağlık.",,YELLOW,MONO,PINK,-1.342376168236874,2026-03-10T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-10T23:28:44.192Z,,false,0
cmmi9r03o001hw81lr6bmrnku,cmmhv4m6a0005w8z0hbpywpg9,cmmi9m7y5000cw8i5fwch41rs,Okuduğum bu harika kitabı mutlaka tavsiye ederim.,,GREEN,MONO,BLUE,3.340357956796922,2026-03-25T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-08T21:33:09.060Z,,true,0
cmmi9r03o001iw81l0rzqvq93,cmmhv4m6a0005w8z0hbpywpg9,cmmhv4m76000dw8z0uyxrcpjh,Okuduğum bu harika kitabı mutlaka tavsiye ederim.,,PINK,SERIF,BLUE,3.365004981826793,2026-03-17T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-17T21:39:19.349Z,,false,4
cmmi9r03o001jw81lv3fptjrv,cmmhv4m6a0005w8z0hbpywpg9,cmmi9hgrq0009w8i59gfpxacc,Gençlik merkezinde bu akşam tiyatro gösterisi var.,,BLUE,HANDWRITING,SILVER,-4.815904191311424,2026-03-23T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-08T21:33:09.060Z,,true,0
cmmi9r03o001kw81lsjv4kt0f,cmmhv4m6a0005w8z0hbpywpg9,cmmn3ril30001w8hw4kvzt44v,Yeni açılan kütüphaneyi gören oldu mu?,,GREEN,SANS,GOLD,-1.117411306091922,2026-04-07T00:00:00.000Z,true,true,2026-03-08T21:33:09.060Z,2026-03-12T08:41:08.384Z,/uploads/aee69198-b25f-47c9-ae01-313952ff3c9a-sehirzeminizmir1.jpeg,true,0
cmmi9r03o001lw81luj7ml05z,cmmhv4m6a0005w8z0hbpywpg9,cmmhv4m76000dw8z0uyxrcpjh,Bu hafta vizyona girecek filmler harika görünüyor.,,BLUE,SANS,BLUE,4.02466577211894,2026-03-27T00:00:00.000Z,true,true,2026-03-08T21:33:09.060Z,2026-03-12T08:21:01.718Z,,true,0
cmmi9r03o001mw81liesi2511,cmmhv4m6a0005w8z0hbpywpg9,cmmn3ril30001w8hw4kvzt44v,Yaklaşan etkinlikler için gönüllüler aranıyor.,,GREEN,HANDWRITING,GOLD,0.7969391264347392,2026-03-23T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-12T08:17:55.189Z,,true,0
cmmi9r03o001nw81l6zvcj2du,cmmhv4m6a0005w8z0hbpywpg9,cmmhv4m76000dw8z0uyxrcpjh,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,ORANGE,SANS,RED,2.491022165708867,2026-04-03T21:33:09.059Z,true,true,2026-03-08T21:33:09.060Z,2026-03-12T23:35:02.397Z,,true,1
cmmi9r03u001ow81l86od6mu8,cmmi9essi0005w8i5990ovtwd,cmmi9m7y5000cw8i5fwch41rs,Yeni açılan kütüphaneyi gören oldu mu?,,ORANGE,MONO,SILVER,-2.792479527441565,2026-03-15T00:00:00.000Z,true,true,2026-03-08T21:33:09.066Z,2026-03-15T16:13:32.562Z,,false,0
cmmi9r03u001pw81lkc4583pd,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,Yerel üreticilerden alışveriş yaparak ekonomimize katkı sağlayalım.,,GREEN,CURSIVE,SILVER,1.641238610080769,2026-03-23T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-17T21:51:01.112Z,,true,1
cmmi9r03u001qw81lhmuxw4ye,cmmi9essi0005w8i5990ovtwd,cmmhv4m76000dw8z0uyxrcpjh,"Fikirlerinizi benimle paylaşmaktan çekinmeyin, beraber gelişelim.",,PURPLE,CURSIVE,PINK,-2.331671170418295,2026-03-16T00:00:00.000Z,true,true,2026-03-08T21:33:09.066Z,2026-03-16T00:01:50.743Z,/uploads/a2264409-06cd-4f99-b7f4-fda7670b8df9-bulki.svg,false,0
cmmi9r03u001rw81lcx3qjkv4,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,"Bugün hava çok güzel, sahilde yürüyüş yapmayı planlıyorum.",,GREEN,SANS,GREEN,2.107946414628779,2026-03-25T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-08T21:33:09.066Z,,true,0
cmmi9r03u001sw81lr74ynico,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,"Güzel bir gün umuduyla, herkese iyi çalışmalar dilerim.",,PURPLE,CURSIVE,GREEN,3.632735821877912,2026-04-05T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-08T21:33:09.066Z,,true,0
cmmi9r03u001tw81lnvr6s1sf,cmmi9essi0005w8i5990ovtwd,cmmhv4m76000dw8z0uyxrcpjh,Gençlik merkezinde bu akşam tiyatro gösterisi var.,,GREEN,SERIF,GOLD,2.593332258610952,2026-03-21T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-13T00:47:25.579Z,,true,1
cmmi9r03u001uw81lmctjiox0,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,Şehrimizin tarihi mekanlarını keşfetmek için harika bir hafta sonu.,,GREEN,SANS,PINK,4.583661217396973,2026-03-31T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-08T21:33:09.066Z,,true,0
cmmi9r03u001vw81l3p34lqke,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,"Tebrikler takım! Çok iyi bir iş çıkardık, hedeflere ulaştık.",,BLUE,SANS,BLUE,-4.764431990630509,2026-03-27T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-17T21:44:52.334Z,,true,3
cmmi9r03u001ww81llufr1q6r,cmmi9essi0005w8i5990ovtwd,cmmi9m7y5000cw8i5fwch41rs,Lütfen sokak hayvanlarına bir kap su bırakmayı unutmayalım.,,PURPLE,HANDWRITING,GOLD,-1.433786104387975,2026-03-11T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-12T06:40:44.281Z,,false,0
cmmi9r03u001xw81lr7i4t1na,cmmi9essi0005w8i5990ovtwd,cmmi9m7y5000cw8i5fwch41rs,Okuduğum bu harika kitabı mutlaka tavsiye ederim.,,GREEN,SERIF,GOLD,-0.2173278021066487,2026-03-09T21:33:09.064Z,true,true,2026-03-08T21:33:09.066Z,2026-03-10T23:28:44.192Z,,false,0
cmmibgh6h0001w8gjihorrtwh,cmmi9essi0005w8i5990ovtwd,cmmi9hgrq0009w8i59gfpxacc,test,,PINK,HANDWRITING,RED,0.8433103296992215,2026-03-09T22:20:57.208Z,true,true,2026-03-08T22:20:57.209Z,2026-03-10T23:28:44.192Z,,false,0
cmmn5zsep0001w8yj32i2gze4,cmmhv4lur0000w8z0r17p4hcz,cmmn3ril30001w8hw4kvzt44v,Seçmece notlar,,YELLOW,HANDWRITING,RED,2.114203208270922,2026-03-13T07:46:51.408Z,true,true,2026-03-12T07:46:51.410Z,2026-03-15T16:13:32.562Z,/uploads/1aad9aa8-f115-4ce3-90c9-9ea78f1def32-sld1.jpeg,false,0
cmmn7ya0l0001w8zedgjrm6hp,cmmhv4lur0000w8z0r17p4hcz,cmmhv4m76000dw8z0uyxrcpjh,Panoda şehir vaaar,,ORANGE,SANS,PINK,7.107137313347618,2026-03-13T08:41:40.148Z,true,true,2026-03-12T08:41:40.150Z,2026-03-15T16:13:32.562Z,/uploads/46304031-be6b-423e-b00c-70c564a5087e-panosehir2.png,false,1
