id,name,cityId,createdAt,updatedAt
"cmmi8ip47000sw8in1p79vi8v","Yumurtalık","cmmi8ip2m0000w8inp87jwwm8","2026-03-08T20:58:41.959Z","2026-03-08T20:58:41.959Z"
"cmmi8ip4a000uw8ink3u7w2hs","Yüreğir","cmmi8ip2m0000w8inp87jwwm8","2026-03-08T20:58:41.963Z","2026-03-08T20:58:41.963Z"
"cmmi8ip4i000xw8inc35wk11t","Besni","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.970Z","2026-03-08T20:58:41.970Z"
"cmmi8ip4l000zw8inpmqyknct","Çelikhan","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.974Z","2026-03-08T20:58:41.974Z"
"cmmi8ip4p0011w8ing9r8caj1","Gerger","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.977Z","2026-03-08T20:58:41.977Z"
"cmmi8ip4t0013w8in45p2bufl","Gölbaşı","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.981Z","2026-03-08T20:58:41.981Z"
"cmmi8ip4x0015w8indkvhbxv8","Kahta","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.985Z","2026-03-08T20:58:41.985Z"
"cmmi8ip500017w8inqlw2vmvo","Merkez","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.989Z","2026-03-08T20:58:41.989Z"
"cmmi8ip540019w8intqi81nhd","Samsat","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.992Z","2026-03-08T20:58:41.992Z"
"cmmi8ip59001bw8inmmwpqiqy","Sincik","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:41.997Z","2026-03-08T20:58:41.997Z"
"cmmi8ip5f001dw8inuctsea8u","Tut","cmmi8ip4e000vw8in9xio27cl","2026-03-08T20:58:42.003Z","2026-03-08T20:58:42.003Z"
"cmmi8ip5o001gw8in7umhgbg9","Başmakçı","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.013Z","2026-03-08T20:58:42.013Z"
"cmmi8ip5s001iw8inpf3sygge","Bayat","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.017Z","2026-03-08T20:58:42.017Z"
"cmmi8ip5x001kw8in1lhj7ehn","Bolvadin","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.021Z","2026-03-08T20:58:42.021Z"
"cmmi8ip60001mw8ingijblrs2","Çay","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.025Z","2026-03-08T20:58:42.025Z"
"cmmi8ip64001ow8inm3mqa5km","Çobanlar","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.028Z","2026-03-08T20:58:42.028Z"
"cmmi8ip67001qw8inzsmxzmnp","Dazkırı","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.032Z","2026-03-08T20:58:42.032Z"
"cmmi8ip6b001sw8inqj99wszn","Dinar","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.035Z","2026-03-08T20:58:42.035Z"
"cmmi8ip6e001uw8intbaal6ed","Emirdağ","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.039Z","2026-03-08T20:58:42.039Z"
"cmmi8ip6i001ww8intplh9vwr","Evciler","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.042Z","2026-03-08T20:58:42.042Z"
"cmmi8ip6m001yw8inkxl3gx3h","Hocalar","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.046Z","2026-03-08T20:58:42.046Z"
"cmmi8ip6q0020w8inbaxlufu2","İhsaniye","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.050Z","2026-03-08T20:58:42.050Z"
"cmmi8ip6u0022w8in374g7h5f","İscehisar","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.054Z","2026-03-08T20:58:42.054Z"
"cmmi8ip6y0024w8inax2c97k5","Kızılören","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.058Z","2026-03-08T20:58:42.058Z"
"cmmi8ip720026w8in9jyfapxc","Merkez","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.063Z","2026-03-08T20:58:42.063Z"
"cmmi8ip770028w8innc27wywy","Sandıklı","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.067Z","2026-03-08T20:58:42.067Z"
"cmmi8ip7c002aw8innltlh81s","Sinanpaşa","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.072Z","2026-03-08T20:58:42.072Z"
"cmmi8ip7g002cw8inue19q9bj","Sultandağı","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.077Z","2026-03-08T20:58:42.077Z"
"cmmi8ip7k002ew8ini7tt4sxq","Şuhut","cmmi8ip5l001ew8ins3ty8cyp","2026-03-08T20:58:42.080Z","2026-03-08T20:58:42.080Z"
"cmmi8ip7s002hw8inf70552f6","Diyadin","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.089Z","2026-03-08T20:58:42.089Z"
"cmmi8ip7w002jw8inyngdu2dt","Doğubayazıt","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.092Z","2026-03-08T20:58:42.092Z"
"cmmi8ip80002lw8inygsvrwue","Eleşkirt","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.096Z","2026-03-08T20:58:42.096Z"
"cmmi8ip83002nw8in7b9xa5xd","Hamur","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.100Z","2026-03-08T20:58:42.100Z"
"cmmi8ip87002pw8indje3ebzw","Merkez","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.104Z","2026-03-08T20:58:42.104Z"
"cmmi8ip8c002rw8in6a3emak8","Patnos","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.109Z","2026-03-08T20:58:42.109Z"
"cmmi8ip8h002tw8inou8fyp64","Taşlıçay","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.113Z","2026-03-08T20:58:42.113Z"
"cmmi8ip8k002vw8inylks1y21","Tutak","cmmi8ip7o002fw8ins1yj6nfl","2026-03-08T20:58:42.117Z","2026-03-08T20:58:42.117Z"
"cmmi8ip8s002yw8indvrqkhik","Göynücek","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.124Z","2026-03-08T20:58:42.124Z"
"cmmi8ip8w0030w8indm1l9opy","Gümüşhacıköy","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.128Z","2026-03-08T20:58:42.128Z"
"cmmi8ip8z0032w8iny1kte056","Hamamözü","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.131Z","2026-03-08T20:58:42.131Z"
"cmmi8ip920034w8innot02ma0","Merkez","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.135Z","2026-03-08T20:58:42.135Z"
"cmmi8ip960036w8ins9jfip4e","Merzifon","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.138Z","2026-03-08T20:58:42.138Z"
"cmmi8ip9a0038w8inxtiriewd","Suluova","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.142Z","2026-03-08T20:58:42.142Z"
"cmmi8ip9d003aw8inyr6bm839","Taşova","cmmi8ip8o002ww8in849vwu5h","2026-03-08T20:58:42.146Z","2026-03-08T20:58:42.146Z"
"cmmi8ip9k003dw8ineplmg5tk","Akyurt","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.152Z","2026-03-08T20:58:42.152Z"
"cmmi8ip9o003fw8inxju5ezgw","Altındağ","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.156Z","2026-03-08T20:58:42.156Z"
"cmmi8ip9s003hw8inme2t7o5u","Ayaş","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.160Z","2026-03-08T20:58:42.160Z"
"cmmi8ip9v003jw8in7v2eble7","Bala","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.164Z","2026-03-08T20:58:42.164Z"
"cmmi8ip9z003lw8in6qklmqyr","Beypazarı","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.167Z","2026-03-08T20:58:42.167Z"
"cmmi8ipa6003nw8inn8mhzdd8","Çamlıdere","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.174Z","2026-03-08T20:58:42.174Z"
"cmmi8ipab003pw8inmb18fv2g","Çankaya","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.179Z","2026-03-08T20:58:42.179Z"
"cmmi8ipah003rw8in1s0r09kv","Çubuk","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.185Z","2026-03-08T20:58:42.185Z"
"cmmi8ipan003tw8ind8jixn2w","Elmadağ","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.191Z","2026-03-08T20:58:42.191Z"
"cmmi8ipat003vw8in2tn67rmx","Etimesgut","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.197Z","2026-03-08T20:58:42.197Z"
"cmmi8ipay003xw8in96bar9d5","Evren","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.202Z","2026-03-08T20:58:42.202Z"
"cmmi8ipb4003zw8inly38wfb8","Gölbaşı","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.208Z","2026-03-08T20:58:42.208Z"
"cmmi8ipb80041w8in8uppi9j4","Güdül","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.212Z","2026-03-08T20:58:42.212Z"
"cmmi8ipbc0043w8in6j843ojf","Haymana","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.217Z","2026-03-08T20:58:42.217Z"
"cmmi8ipbg0045w8in1se2zkx8","Kahramankazan","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.221Z","2026-03-08T20:58:42.221Z"
"cmmi8ipbk0047w8in9gliqu5q","Kalecik","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.224Z","2026-03-08T20:58:42.224Z"
"cmmi8ipbo0049w8inkrk61c27","Keçiören","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.229Z","2026-03-08T20:58:42.229Z"
"cmmi8ipbs004bw8inhcurxe5v","Kızılcahamam","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.232Z","2026-03-08T20:58:42.232Z"
"cmmi8ipbw004dw8incy58lhk5","Mamak","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.237Z","2026-03-08T20:58:42.237Z"
"cmmi8ipc0004fw8inwjii2h0n","Nallıhan","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.240Z","2026-03-08T20:58:42.240Z"
"cmmi8ipc4004hw8inwk8f2boh","Polatlı","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.244Z","2026-03-08T20:58:42.244Z"
"cmmi8ipc8004jw8in89e67ub1","Pursaklar","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.248Z","2026-03-08T20:58:42.248Z"
"cmmi8ipcd004lw8inos3efqgm","Sincan","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.254Z","2026-03-08T20:58:42.254Z"
"cmmi8ipch004nw8inwbykeqv0","Şereflikoçhisar","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.257Z","2026-03-08T20:58:42.257Z"
"cmmi8ipck004pw8ininz7ynio","Yenimahalle","cmmi8ip9h003bw8inc70htvyb","2026-03-08T20:58:42.261Z","2026-03-08T20:58:42.261Z"
"cmmi8ipcr004sw8inakblwrc3","Akseki","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.268Z","2026-03-08T20:58:42.268Z"
"cmmi8ipcv004uw8in1b7he8vb","Aksu","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.271Z","2026-03-08T20:58:42.271Z"
"cmmi8ipcy004ww8innbm9qvqr","Alanya","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.275Z","2026-03-08T20:58:42.275Z"
"cmmi8ipd2004yw8indvqdesxc","Demre","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.278Z","2026-03-08T20:58:42.278Z"
"cmmi8ipd50050w8inmoa2oe9t","Döşemealtı","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.281Z","2026-03-08T20:58:42.281Z"
"cmmi8ipd80052w8inirnx7yfo","Elmalı","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.285Z","2026-03-08T20:58:42.285Z"
"cmmi8ipdc0054w8inzdmhb1dv","Finike","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.289Z","2026-03-08T20:58:42.289Z"
"cmmi8ipdf0056w8in2zohfcyh","Gazipaşa","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.292Z","2026-03-08T20:58:42.292Z"
"cmmi8ipdk0058w8inssxqlic7","Gündoğmuş","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.297Z","2026-03-08T20:58:42.297Z"
"cmmi8ipdq005aw8in7518b0wo","İbradı","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.302Z","2026-03-08T20:58:42.302Z"
"cmmi8ipdw005cw8inqp0m3q9w","Kaş","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.308Z","2026-03-08T20:58:42.308Z"
"cmmi8ipe0005ew8insf04931e","Kemer","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.313Z","2026-03-08T20:58:42.313Z"
"cmmi8ipe5005gw8in7sb63gy1","Kepez","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.317Z","2026-03-08T20:58:42.317Z"
"cmmi8ipe8005iw8intmm9wwdw","Konyaaltı","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.320Z","2026-03-08T20:58:42.320Z"
"cmmi8ipeb005kw8in834e3u06","Korkuteli","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.324Z","2026-03-08T20:58:42.324Z"
"cmmi8ipef005mw8in9vx6gger","Kumluca","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.328Z","2026-03-08T20:58:42.328Z"
"cmmi8ipei005ow8in0dj192m1","Manavgat","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.331Z","2026-03-08T20:58:42.331Z"
"cmmi8ipem005qw8in01epgald","Muratpaşa","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.335Z","2026-03-08T20:58:42.335Z"
"cmmi8ipeq005sw8inf5kzv2le","Serik","cmmi8ipco004qw8incie8cyb9","2026-03-08T20:58:42.339Z","2026-03-08T20:58:42.339Z"
"cmmi8ipey005vw8ind0ntp2iw","Ardanuç","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.346Z","2026-03-08T20:58:42.346Z"
"cmmi8ipf2005xw8in98qj2rdh","Arhavi","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.350Z","2026-03-08T20:58:42.350Z"
"cmmi8ipfd005zw8int6nuy834","Borçka","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.361Z","2026-03-08T20:58:42.361Z"
"cmmi8ipfh0061w8inn7wanmzv","Hopa","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.366Z","2026-03-08T20:58:42.366Z"
"cmmi8ipfl0063w8in5f07ndo3","Kemalpaşa","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.369Z","2026-03-08T20:58:42.369Z"
"cmmi8ipfp0065w8in6gemjsxf","Merkez","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.373Z","2026-03-08T20:58:42.373Z"
"cmmi8ipft0067w8in2omqxz8l","Murgul","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.377Z","2026-03-08T20:58:42.377Z"
"cmmi8ipfx0069w8iniq1anztt","Şavşat","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.381Z","2026-03-08T20:58:42.381Z"
"cmmi8ipg0006bw8inwia9zqco","Yusufeli","cmmi8ipeu005tw8inxcjmpok1","2026-03-08T20:58:42.385Z","2026-03-08T20:58:42.385Z"
"cmmi8ipg7006ew8inga22ebo6","Bozdoğan","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.391Z","2026-03-08T20:58:42.391Z"
"cmmi8ipgb006gw8ini0f2jn7j","Buharkent","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.395Z","2026-03-08T20:58:42.395Z"
"cmmi8ipge006iw8in5t0epzkd","Çine","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.398Z","2026-03-08T20:58:42.398Z"
"cmmi8ipgi006kw8in4yj9ik6r","Didim","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.402Z","2026-03-08T20:58:42.402Z"
"cmmi8ipgl006mw8int34ukpkg","Efeler","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.406Z","2026-03-08T20:58:42.406Z"
"cmmi8ipgo006ow8injl681jj3","Germencik","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.409Z","2026-03-08T20:58:42.409Z"
"cmmi8ipgs006qw8ink9d5wfp0","İncirliova","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.412Z","2026-03-08T20:58:42.412Z"
"cmmi8ipgv006sw8inzbor4pzx","Karacasu","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.416Z","2026-03-08T20:58:42.416Z"
"cmmi8ipgz006uw8inakfzduan","Karpuzlu","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.419Z","2026-03-08T20:58:42.419Z"
"cmmi8iph2006ww8inv9xir9pi","Koçarlı","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.423Z","2026-03-08T20:58:42.423Z"
"cmmi8iph6006yw8ing0jzvk9b","Köşk","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.427Z","2026-03-08T20:58:42.427Z"
"cmmi8iph90070w8inbag4qz7f","Kuşadası","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.430Z","2026-03-08T20:58:42.430Z"
"cmmi8iphe0072w8ina9sbnznx","Kuyucak","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.434Z","2026-03-08T20:58:42.434Z"
"cmmi8iphh0074w8ingj26czm2","Nazilli","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.437Z","2026-03-08T20:58:42.437Z"
"cmmi8iphl0076w8inf1rsgv0q","Söke","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.441Z","2026-03-08T20:58:42.441Z"
"cmmi8ipho0078w8indndy7o5i","Sultanhisar","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.445Z","2026-03-08T20:58:42.445Z"
"cmmi8iphs007aw8inetedyt58","Yenipazar","cmmi8ipg4006cw8inqe15a9mp","2026-03-08T20:58:42.448Z","2026-03-08T20:58:42.448Z"
"cmmi8iphy007dw8in6g85rfs3","Altıeylül","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.455Z","2026-03-08T20:58:42.455Z"
"cmmi8ipi1007fw8injix8xolm","Ayvalık","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.458Z","2026-03-08T20:58:42.458Z"
"cmmi8ipi5007hw8ingputijj1","Balya","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.461Z","2026-03-08T20:58:42.461Z"
"cmmi8ipi8007jw8inb6claqi0","Bandırma","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.465Z","2026-03-08T20:58:42.465Z"
"cmmi8ipic007lw8inbsgla1b6","Bigadiç","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.468Z","2026-03-08T20:58:42.468Z"
"cmmi8ipif007nw8ink0y36wmq","Burhaniye","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.472Z","2026-03-08T20:58:42.472Z"
"cmmi8ipij007pw8in7ih3caaa","Dursunbey","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.476Z","2026-03-08T20:58:42.476Z"
"cmmi8ipin007rw8infgvvsiug","Edremit","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.479Z","2026-03-08T20:58:42.479Z"
"cmmi8ipir007tw8int02hl6vh","Erdek","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.483Z","2026-03-08T20:58:42.483Z"
"cmmi8ipiw007vw8inkxfxm41j","Gömeç","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.488Z","2026-03-08T20:58:42.488Z"
"cmmi8ipiz007xw8in33en4fdl","Gönen","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.492Z","2026-03-08T20:58:42.492Z"
"cmmi8ipj3007zw8in9hp0swlj","Havran","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.496Z","2026-03-08T20:58:42.496Z"
"cmmi8ipj80081w8in9980vaqi","İvrindi","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.501Z","2026-03-08T20:58:42.501Z"
"cmmi8ipje0083w8inxlnruxyh","Karesi","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.507Z","2026-03-08T20:58:42.507Z"
"cmmi8ipji0085w8inwz68gnsq","Kepsut","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.510Z","2026-03-08T20:58:42.510Z"
"cmmi8ipjm0087w8incktgdjns","Manyas","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.515Z","2026-03-08T20:58:42.515Z"
"cmmi8ipjr0089w8ina2xr42jj","Marmara","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.519Z","2026-03-08T20:58:42.519Z"
"cmmi8ipju008bw8in5bp2r5oq","Savaştepe","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.523Z","2026-03-08T20:58:42.523Z"
"cmmi8ipjz008dw8ingqt3zj2q","Sındırgı","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.527Z","2026-03-08T20:58:42.527Z"
"cmmi8ipk3008fw8inn7qqm199","Susurluk","cmmi8iphv007bw8inwki0bue6","2026-03-08T20:58:42.531Z","2026-03-08T20:58:42.531Z"
"cmmi8ipkb008iw8inam5t7j3q","Bozüyük","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.539Z","2026-03-08T20:58:42.539Z"
"cmmi8ipke008kw8ins5ii6rjy","Gölpazarı","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.543Z","2026-03-08T20:58:42.543Z"
"cmmi8ipki008mw8inrg0qyh1t","İnhisar","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.547Z","2026-03-08T20:58:42.547Z"
"cmmi8ipkn008ow8inpbtp6x92","Merkez","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.551Z","2026-03-08T20:58:42.551Z"
"cmmi8ipkr008qw8inchqqh4i8","Osmaneli","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.555Z","2026-03-08T20:58:42.555Z"
"cmmi8ipku008sw8inrbj1vbxf","Pazaryeri","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.559Z","2026-03-08T20:58:42.559Z"
"cmmi8ipky008uw8injb2qia3t","Söğüt","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.563Z","2026-03-08T20:58:42.563Z"
"cmmi8ipl2008ww8incost68b3","Yenipazar","cmmi8ipk7008gw8in9qzxrj87","2026-03-08T20:58:42.567Z","2026-03-08T20:58:42.567Z"
"cmmi8ipla008zw8in3wk138sl","Adaklı","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.574Z","2026-03-08T20:58:42.574Z"
"cmmi8ipld0091w8ing3sz40yj","Genç","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.578Z","2026-03-08T20:58:42.578Z"
"cmmi8iplh0093w8in2geokk45","Karlıova","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.581Z","2026-03-08T20:58:42.581Z"
"cmmi8iplk0095w8inxoz3mk5k","Kiğı","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.585Z","2026-03-08T20:58:42.585Z"
"cmmi8iplo0097w8inkdwhjymu","Merkez","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.588Z","2026-03-08T20:58:42.588Z"
"cmmi8iplr0099w8inimi3jd2r","Solhan","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.591Z","2026-03-08T20:58:42.591Z"
"cmmi8iplu009bw8in7tm09wio","Yayladere","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.595Z","2026-03-08T20:58:42.595Z"
"cmmi8iply009dw8ine255k526","Yedisu","cmmi8ipl6008xw8ine4tqil5x","2026-03-08T20:58:42.598Z","2026-03-08T20:58:42.598Z"
"cmmi8ipm5009gw8inh3wlmnto","Adilcevaz","cmmi8ipm1009ew8inqa9ha0gb","2026-03-08T20:58:42.605Z","2026-03-08T20:58:42.605Z"
